serial_number,battery_name,data_recieved,tech_date_recieved,battery_status,technical_id,from_swap
AI241879956,80D26R 70AH,18-Sep-2024,,Stock,1,1
AI242883035,DIN74L 74AH,28-Sep-2024,,Stock,1,1
AI241980353,105D31R 100AH,19-Sep-2024,,Stock,1,1
AI242882937,80D26L 70AH,28-Sep-2024,,Stock,1,1
AI242582293,55D23L 60AH,25-Sep-2024,,Stock,1,1
AI241879952,105D31L 100AH,18-Sep-2024,,Stock,1,1
AI242883034,DIN74L 74AH,28-Sep-2024,,Stock,1,1
AH242172981,65-72S 75AH,21-Aug-2024,,Stock,1,1
AH241270006,55D23L 60AH,13-Aug-2024,,Stock,2,2
AI241579282,55D23L 60AH,22-Sep-2024,,Stock,2,2
AI242381271,DIN55L 60AH,23-Sep-2024,,Stock,2,2
AI242882938,80D26L 70AH,28-Sep-2024,,Stock,1,1
AI242883036,DIN74L 74AH,28-Sep-2024,,Stock,1,1
AH240166629,55D23R 60AH,1-Aug-2024,,Stock,1,1
AI242381280,DIN66L 66AH,23-Sep-2024,,Stock,1,1
AH242172886,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AI242682709,95D31L 90AH,26-Sep-2024,,Stock,1,1
AI240577187,NS40L 35AH,5-Sep-2024,,Stock,1,1
AI242682761,DIN55L 60AH,26-Sep-2024,,Stock,1,1
AI242882945,DIN80L 80AH,28-Sep-2024,,Stock,2,2
AI242381277,55D23L 60AH,23-Sep-2024,,Stock,1,1
AI242682706,DIN55L 60AH,26-Sep-2024,,Stock,1,1
AI242983054,DIN74L 74AH,29-Sep-2024,,Stock,1,1
AH242172892,DIN44L 45AH,21-Aug-2024,,Stock,1,1
AI242882940,95D31L 90AH,28-Sep-2024,,Stock,1,1
AI242682708,95D31L 90AH,26-Sep-2024,,Stock,1,1
AI242983056,105D31L 100AH,29-Sep-2024,,Stock,1,1
AI242180835,80D26L 70AH,21-Sep-2024,,Stock,1,1
AI242682710,80D26L 70AH,26-Sep-2024,,Stock,1,1
AI242882934,DIN55L 60AH,28-Sep-2024,,Stock,1,1
AI242882933,DIN55L 60AH,28-Sep-2024,,Stock,1,1
AI242983057,65-72S 75AH,29-Sep-2024,,Stock,1,1
AI242481936,DIN66L 66AH,24-Sep-2024,,Stock,1,1
AJ240183268,95D31L 90AH,1-Oct-2024,,Stock,1,1
AI243083168,95D31L 90AH,30-Sep-2024,,Stock,1,1
AI242983059,80D26L 70AH,29-Sep-2024,,Stock,1,1
AJ240183362,DIN80L 80AH,1-Oct-2024,,Stock,2,2
AI242180828,105D31R 100AH,21-Sep-2024,,Stock,2,2
AI242682713,DIN74L 74AH,26-Sep-2024,,Stock,2,2
AI242281039,80D26L 70AH,22-Sep-2024,,Stock,2,2
AI242481830,80D26L 70AH,24-Sep-2024,,Stock,2,2
AI243083160,DIN55L 60AH,30-Sep-2024,,Stock,2,2
AI242882956,DIN55L 55AH,28-Sep-2024,,Stock,1,1
AI243083167,DIN55L 60AH,30-Sep-2024,,Stock,1,1
AI241478980,80D26R 70AH,14-Sep-2024,,Stock,1,1
AI243083169,80D26L 70AH,30-Sep-2024,,Stock,1,1
AJ240183267,95D31L 90AH,1-Oct-2024,,Stock,1,1
AI242882936,55D23L 60AH,28-Sep-2024,,Stock,1,1
AJ240283758,95D31L 90AH,2-Oct-2024,,Stock,1,1
AI242983049,DIN74L 74AH,29-Sep-2024,,Stock,2,2
AJ240283751,DIN80L 80AH,2-Oct-2024,,Stock,2,2
AI243083159,DIN55L 60AH,30-Sep-2024,,Stock,2,2
AI242582288,80D26L 70AH,25-Sep-2024,,Stock,2,2
AI242281041,80D26L 70AH,22-Sep-2024,,Stock,2,2
AI242882944,80D26L 70AH,28-Sep-2024,,Stock,2,2
AJ240283752,DIN80L 80AH,2-Oct-2024,,Stock,2,2
AJ240283757,95D31L 90AH,2-Oct-2024,,Stock,1,1
AJ240183479,DIN55L 60AH,1-Oct-2024,,Stock,1,1
AJ240383885,95D31L 90AH,3-Oct-2024,,Stock,1,1
AI243083170,55D23R 60AH,30-Sep-2024,,Stock,1,1
AI242180824,95D31L 90AH,21-Sep-2024,,Stock,2,2
AJ240383886,95D31L 90AH,3-Oct-2024,,Stock,1,1
AJ240183273,DIN74L 74AH,1-Oct-2024,,Stock,1,1
AJ240283797,DIN55L 60AH,2-Oct-2024,,Stock,2,2
AJ240383890,DIN55L 60AH,3-Oct-2024,,Stock,2,2
AI242180821,80D26R 70AH,21-Sep-2024,,Stock,2,2
AI242983050,95D31L 90AH,29-Sep-2024,,Stock,2,2
AJ240283756,80D26L 70AH,2-Oct-2024,,Stock,2,2
AI242983044,55D23L 60AH,29-Sep-2024,,Stock,2,2
AJ240383889,DIN74L 74AH,3-Oct-2024,,Stock,2,2
AJ240283754,DIN74L 74AH,2-Oct-2024,,Stock,2,2
AJ240584210,DIN55L 60AH,5-Oct-2024,,Stock,1,1
AI242882939,80D26L 70AH,28-Sep-2024,,Stock,1,1
AJ240283760,DIN55L 60AH,2-Oct-2024,,Stock,1,1
AJ240183271,80D26L 70AH,1-Oct-2024,,Stock,1,1
AI243083164,DIN74L 74AH,30-Sep-2024,,Stock,1,1
AJ240283762,80D26L 70AH,2-Oct-2024,,Stock,1,1
AI241178767,DIN100L 100AH,14-Sep-2024,,Stock,1,1
AI242983052,DIN80L 80AH,29-Sep-2024,,Stock,1,1
AI243083165,DIN66L 66AH,30-Sep-2024,,Stock,1,1
AI242983053,DIN74L 74AH,29-Sep-2024,,Stock,1,1
AJ240584085,DIN74L 74AH,5-Oct-2024,,Stock,2,2
AJ240383891,80D26L 70AH,3-Oct-2024,,Stock,2,2
AJ240584092,95D31L 90AH,5-Oct-2024,,Stock,2,2
AJ240584090,80D26R 70AH,5-Oct-2024,,Stock,2,2
AJ240584084,DIN74L 74AH,5-Oct-2024,,Stock,2,2
AJ240183270,80D26L 70AH,1-Oct-2024,,Stock,1,1
AJ240584086,DIN74L 74AH,5-Oct-2024,,Stock,2,2
AJ240584091,95D31L 90AH,5-Oct-2024,,Stock,2,2
AJ240584089,80D26L 70AH,5-Oct-2024,,Stock,2,2
AI242983045,DIN55L 55AH,29-Sep-2024,,Stock,2,2
AJ240383881,DIN55L 60AH,3-Oct-2024,,Stock,1,1
AJ240584214,DIN74L 74AH,5-Oct-2024,,Stock,1,1
AJ240684487,DIN74L 74AH,6-Oct-2024,,Stock,1,1
AI241879953,105D31R 100AH,18-Sep-2024,,Stock,1,1
AJ240584208,95D31L 90AH,5-Oct-2024,,Stock,1,1
AJ240183272,55D23L 60AH,1-Oct-2024,,Stock,1,1
AI242882932,DIN80L 80AH,28-Sep-2024,,Stock,1,1
AJ240383882,DIN55L 60AH,3-Oct-2024,,Stock,1,1
AJ240584207,95D31L 90AH,5-Oct-2024,,Stock,1,1
AG242965934,95D31L 90AH,30-Jul-2024,,Stock,2,2
AJ240584094,DIN55L 60AH,5-Oct-2024,,Stock,2,2
AJ240584211,DIN55L 60AH,5-Oct-2024,,Stock,1,1
AJ240684489,DIN55L 60AH,6-Oct-2024,,Stock,1,1
AJ240383883,80D26L 70AH,3-Oct-2024,,Stock,1,1
AJ240584212,80D26L 70AH,5-Oct-2024,,Stock,1,1
AJ240584213,80D26L 70AH,5-Oct-2024,,Stock,1,1
AI242481834,DIN100L 100AH,24-Sep-2024,,Stock,1,1
AI243083163,DIN80L 80AH,30-Sep-2024,,Stock,1,1
AI242381276,NS60LS 45AH,23-Sep-2024,,Stock,1,1
AH242874861,55D23R 60AH,28-Aug-2024,,Stock,2,2
AJ240684486,DIN74L 74AH,6-Oct-2024,,Stock,1,1
AI242882935,55D23L 60AH,28-Sep-2024,,Stock,1,1
AJ240584209,95D31L 90AH,5-Oct-2024,,Stock,1,1
AJ240684448,80D26R 70AH,6-Oct-2024,,Stock,2,2
AI242582287,NS60LS 45AH,25-Sep-2024,,Stock,2,2
AI242983043,55D23L 60AH,29-Sep-2024,,Stock,2,2
AJ240584088,80D26L 70AH,5-Oct-2024,,Stock,2,2
AJ240684446,80D26L 70AH,6-Oct-2024,,Stock,2,2
AI242682714,NS60LS 45AH,26-Sep-2024,,Stock,2,2
AI241980357,NS40L 35AH BH,19-Sep-2024,,Stock,1,1
AJ240383887,55D23L 60AH,3-Oct-2024,,Stock,1,1
AJ240684485,80D26L 70AH,6-Oct-2024,,Stock,1,1
AJ240684484,80D26L 70AH,6-Oct-2024,,Stock,1,1
AJ240684443,DIN74L 74AH,6-Oct-2024,,Stock,2,2
AJ240684444,95D31L 90AH,6-Oct-2024,,Stock,2,2
AI243083162,55D23L 60AH,30-Sep-2024,,Stock,2,2
AI240376467,NS60L 45AH,3-Sep-2024,,Stock,1,1
AI242582289,55D23L 60AH,25-Sep-2024,,Stock,2,2
AI243083161,55D23L 60AH,30-Sep-2024,,Stock,2,2
AJ240584093,DIN55L 60AH,5-Oct-2024,,Stock,2,2
AJ240784626,95D31L 90AH,7-Oct-2024,,Stock,1,1
AJ240784627,95D31L 90AH,7-Oct-2024,,Stock,1,1
AJ240384053,95D31L 90AH,8-Oct-2024,,Stock,1,1
AJ240784633,DIN55L 60AH,7-Oct-2024,,Stock,1,1
AJ240784632,DIN55L 60AH,7-Oct-2024,,Stock,1,1
AJ240884952,80D26L 70AH,8-Oct-2024,,Stock,1,1
AJ240884949,DIN55L 60AH,8-Oct-2024,,Stock,1,1
AJ240985195,DIN55L 60AH,9-Oct-2024,,Stock,2,2
AJ240884939,DIN55L 60AH,8-Oct-2024,,Stock,2,2
AJ240784636,80D26L 70AH,7-Oct-2024,,Stock,2,2
AI241278777,55D23L 60AH,12-Sep-2024,,Stock,2,2
AI242983060,55D23L 60AH,29-Sep-2024,,Stock,1,1
AJ240985190,95D31L 90AH,9-Oct-2024,,Stock,1,1
AJ240784631,DIN74L 74AH,7-Oct-2024,,Stock,1,1
AJ240884953,80D26L 70AH,8-Oct-2024,,Stock,1,1
AJ240884950,DIN55L 60AH,8-Oct-2024,,Stock,1,1
AJ241085531,DIN55L 60AH,10-Oct-2024,,Stock,1,1
AJ241085530,DIN55L 60AH,10-Oct-2024,,Stock,1,1
AJ240884946,DIN74L 74AH,8-Oct-2024,,Stock,1,1
AJ240985191,95D31L 90AH,9-Oct-2024,,Stock,1,1
AJ240884951,55D23L 60AH,8-Oct-2024,,Stock,1,1
AJ240684441,DIN74L 74AH,6-Oct-2024,,Stock,2,2
AJ240684442,DIN74L 74AH,6-Oct-2024,,Stock,2,2
AJ240985194,DIN74L 74AH,9-Oct-2024,,Stock,2,2
AJ241285962,DIN55L 60AH,12-Oct-2024,,Stock,2,2
AJ240684445,95D31L 90AH,6-Oct-2024,,Stock,2,2
AJ240784634,55D23L 60AH,7-Oct-2024,,Stock,1,1
AJ240884954,80D26L 70AH,8-Oct-2024,,Stock,1,1
AJ241285954,DIN55L 60AH,12-Oct-2024,,Stock,1,1
AJ241085529,95D31L 90AH,10-Oct-2024,,Stock,1,1
AH241169785,DIN55R 60AH,11-Aug-2024,,Stock,1,1
AJ240985187,80D26L 70AH,9-Oct-2024,,Stock,1,1
AJ240985188,80D26L 70AH,9-Oct-2024,,Stock,1,1
AI240978114,NS60L 45AH,9-Sep-2024,,Stock,1,1
AJ241085532,80D26L 70AH,10-Oct-2024,,Stock,1,1
AJ240784630,DIN74L 74AH,7-Oct-2024,,Stock,1,1
AI242281047,105D31R 100AH,22-Sep-2024,,Stock,1,1
AJ240784629,DIN80L 80AH,7-Oct-2024,,Stock,1,1
AJ241386308,DIN74L 74AH,13-Oct-2024,,Stock,2,2
AJ241386306,DIN74L 74AH,13-Oct-2024,,Stock,2,2
AJ240884942,80D26L 70AH,8-Oct-2024,,Stock,2,2
AJ241285958,DIN74L 74AH,12-Oct-2024,,Stock,1,1
AJ241285959,DIN74L 74AH,12-Oct-2024,,Stock,1,1
AJ240884943,80D26L 70AH,8-Oct-2024,,Stock,2,2
AI242882943,NS60L 45AH,28-Sep-2024,,Stock,2,2
AI242983048,NS60L 45AH,29-Sep-2024,,Stock,2,2
AJ241386305,DIN74L 74AH,13-Oct-2024,,Stock,2,2
AJ241285963,55D23L 60AH,12-Oct-2024,,Stock,2,2
AJ241285960,80D26L 70AH,12-Oct-2024,,Stock,1,1
AJ241285951,95D31L 90AH,12-Oct-2024,,Stock,1,1
AJ241486657,DIN74L 74AH,14-Oct-2024,,Stock,1,1
AJ241386312,80D26L 70AH,13-Oct-2024,,Stock,1,1
AJ241386319,95D31L 90AH,13-Oct-2024,,Stock,1,1
AJ240985192,95D31L 90AH,9-Oct-2024,,Stock,2,2
AJ241586967,95D31L 90AH,13-Oct-2024,,Stock,2,2
AJ241386311,80D26L 70AH,13-Oct-2024,,Stock,1,1
AJ241386314,DIN74L 74AH,13-Oct-2024,,Stock,1,1
AJ241486658,DIN74L 74AH,14-Oct-2024,,Stock,1,1
AJ240884945,DIN80L 80AH,8-Oct-2024,,Stock,1,1
AJ241386313,80D26L 70AH,13-Oct-2024,,Stock,1,1
AI242983058,80D26R 70AH,29-Sep-2024,,Stock,1,1
AJ240183478,DIN55L 55AH,1-Oct-2024,,Stock,1,1
AJ241586908,DIN74L 74AH,15-Oct-2024,,Stock,2,2
AJ241285961,DIN55L 60AH,12-Oct-2024,,Stock,2,2
AJ241486661,DIN74L 74AH,14-Oct-2024,,Stock,2,2
AJ240884944,DIN100L 100AH,8-Oct-2024,,Stock,1,1
AJ240684483,DIN100L 100AH,6-Oct-2024,,Stock,1,1
AJ240684482,DIN80L 80AH,6-Oct-2024,,Stock,1,1
AI242381279,55D23L 55AH,23-Sep-2024,,Stock,1,1
AJ241285950,95D31L 90AH,12-Oct-2024,,Stock,1,1
AJ241486659,DIN80L 80AH,14-Oct-2024,,Stock,1,1
AJ240884937,NS60LS 45AH,8-Oct-2024,,Stock,2,2
AJ241386315,DIN55L 60AH,13-Oct-2024,,Stock,1,1
AJ241586914,80D26L 70AH,15-Oct-2024,,Stock,1,1
AJ241386310,80D26L 70AH,13-Oct-2024,,Stock,1,1
AJ241586912,95D31L 90AH,15-Oct-2024,,Stock,1,1
AJ241285955,DIN55L 60AH,12-Oct-2024,,Stock,1,1
AJ241285953,DIN55L 60AH,12-Oct-2024,,Stock,1,1
AI242983055,105D31R 100AH,29-Sep-2024,,Stock,1,1
AJ241586915,DIN74L 74AH,15-Oct-2024,,Stock,1,1
AJ241687280,80D26L 70AH,16-Oct-2024,,Stock,1,1
AJ241285952,DIN55L 60AH,12-Oct-2024,,Stock,1,1
AJ240884948,55D23R 60AH,8-Oct-2024,,Stock,1,1
AJ241787646,DIN80L 80AH,17-Oct-2024,,Stock,1,1
AJ241687282,80D26L 70AH,16-Oct-2024,,Stock,1,1
AJ241687278,DIN74L 74AH,16-Oct-2024,,Stock,1,1
AJ241687277,DIN74L 74AH,16-Oct-2024,,Stock,1,1
AJ241687281,80D26L 70AH,16-Oct-2024,,Stock,1,1
AJ241285957,55D23L 60AH,12-Oct-2024,,Stock,1,1
AJ242088158,DIN74L 74AH,20-Oct-2024,,Stock,1,1
AJ241987890,80D26L 70AH,19-Oct-2024,,Stock,1,1
AJ241787645,DIN80L 80AH,17-Oct-2024,,Stock,1,1
AJ241987886,DIN74L 74AH,19-Oct-2024,,Stock,1,1
AI242481835,NS60LS 45AH,24-Sep-2024,,Stock,1,1
AJ241987891,80D26L 70AH,19-Oct-2024,,Stock,1,1
AJ240183269,105D31L 100AH,1-Oct-2024,,Stock,1,1
AJ241586913,95D31L 90AH,15-Oct-2024,,Stock,1,1
AJ242088155,80D26L 70AH,20-Oct-2024,,Stock,1,1
AJ242088159,DIN74L 74AH,20-Oct-2024,,Stock,1,1
AJ240283753,DIN74L 74AH,2-Oct-2024,21-Oct-2024,Stock,1,2
AJ241687276,DIN74L 74AH,16-Oct-2024,21-Oct-2024,Stock,1,2
AJ240584087,80D26L 70AH,5-Oct-2024,21-Oct-2024,Stock,1,2
AJ241586966,DIN55L 60AH,13-Oct-2024,21-Oct-2024,Stock,1,2
AJ241787648,DIN100L 100AH,17-Oct-2024,,Stock,1,1
AJ240584083,DIN80L 80AH,5-Oct-2024,,Stock,1,2
AJ241486660,DIN74L 74AH,14-Oct-2024,21-Oct-2024,Stock,1,2
AJ240283759,DIN66L 66AH,2-Oct-2024,,Stock,1,1
AJ240784628,105D31R 100AH,7-Oct-2024,,Stock,1,1
AJ240884947,NS60LS 45AH,8-Oct-2024,,Stock,1,1
AJ240383888,DIN80L 80AH,3-Oct-2024,21-Oct-2024,Stock,1,2
AJ241787649,DIN74L 74AH,17-Oct-2024,,Stock,1,2
AJ241687275,95D31L 90AH,16-Oct-2024,,Stock,1,2
AJ242088467,DIN74L 74AH,21-Oct-2024,22-Oct-2024,Stock,1,1
AJ241787650,DIN55L 60AH,17-Oct-2024,,Stock,1,2
AI242983047,105D31R 100AH,29-Sep-2024,,Stock,1,2
AJ240985186,NS60L 45AH,9-Oct-2024,,Stock,1,1
AJ240684447,80D26L 70AH,6-Oct-2024,,Stock,1,2
AJ242088466,DIN74L 74AH,21-Oct-2024,22-Oct-2024,Stock,1,1
AJ242088465,DIN74L 74AH,21-Oct-2024,22-Oct-2024,Stock,1,1
AJ241987887,DIN55L 60AH,19-Oct-2024,,Stock,1,1
AJ241285964,80D26L 70AH,12-Oct-2024,,Stock,1,2
AJ241687279,DIN80L 80AH,16-Oct-2024,16-Oct-2024,Stock,1,1
AJ242088459,DIN55L 60AH,21-Oct-2024,22-Oct-2024,Stock,1,1
AJ240283755,105D31R 100AH,2-Oct-2024,,Stock,1,2
AJ242088157,DIN80L 80AH,20-Oct-2024,,Stock,1,1
AJ241486662,80D26L 70AH,14-Oct-2024,,Stock,1,2
AJ242088469,DIN74L 74AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AI240978115,DIN100L 100AH,9-Sep-2024,,Stock,2,1
AJ241987888,DIN55L 60AH,19-Oct-2024,,Stock,1,1
AJ242088458,DIN55L 60AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AJ242088468,DIN74L 74AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AJ242088471,DIN80L 80AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AJ242088156,80D26L 70AH,20-Oct-2024,,Stock,1,1
AJ242088470,DIN74L 74AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AJ240985185,NS40L 35AH BH,9-Oct-2024,,Stock,1,1
AJ240283761,65-72S 75AH,2-Oct-2024,,Stock,1,1
AJ241987893,105D31R 100AH,19-Oct-2024,,Stock,1,1
AI242180826,65-72S 75AH,21-Sep-2024,,Stock,2,2
AJ242088441,80D26L 70AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AJ242088442,80D26L 70AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AI243083171,NS40L 35AH,30-Sep-2024,,Stock,1,1
AJ241787647,DIN100L 100AH,17-Oct-2024,,Stock,1,1
AJ242088476,DIN100L 100AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242088444,80D26L 70AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AH242975295,DIN55R 60AH,29-Aug-2024,,Stock,2,2
AJ242288856,NS60LS 45AH,22-Oct-2024,26-Oct-2024,Stock,2,2
AJ240784637,80D26R 70AH,7-Oct-2024,,Stock,2,2
AJ242389432,DIN55L 60AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ242689734,DIN100L 100AH,26-Oct-2024,26-Oct-2024,Stock,2,2
AJ242088460,DIN55L 60AH,21-Oct-2024,23-Oct-2024,Stock,1,1
AJ242088475,DIN100L 100AH,21-Oct-2024,26-Oct-2024,Stock,1,1
AJ242088473,DIN80L 80AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242088472,DIN80L 80AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242088462,DIN55L 60AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242088463,DIN55L 60AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242689631,65-72S 75AH,26-Oct-2024,26-Oct-2024,Stock,1,1
AJ242088461,DIN55L 60AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242088464,DIN55L 60AH,21-Oct-2024,26-Oct-2024,Stock,2,2
AI241278779,NS40L 35AH,12-Sep-2024,,Stock,2,2
AJ242389435,DIN74L 74AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ241987892,80D26R 70AH,19-Oct-2024,,Stock,1,1
AJ241085534,55D23L 60AH,10-Oct-2024,,Stock,2,2
AJ242288864,DIN74L 74AH,22-Oct-2024,26-Oct-2024,Stock,2,2
AJ242288861,DIN74L 74AH,22-Oct-2024,23-Oct-2024,Stock,1,1
AJ242088443,80D26L 70AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242088474,DIN80L 80AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ240884938,NS60LS 45AH,8-Oct-2024,,Stock,1,2
AJ240985189,55D23L 60AH,9-Oct-2024,,Stock,1,1
AJ242088445,80D26L 70AH,21-Oct-2024,26-Oct-2024,Stock,1,1
AJ242088446,80D26L 70AH,21-Oct-2024,26-Oct-2024,Stock,1,1
AH243175483,DIN55R 60AH,31-Aug-2024,,Stock,1,2
AI241980435,105D31L 100AH,19-Sep-2024,,Stock,1,2
AJ242088447,80D26L 70AH,21-Oct-2024,26-Oct-2024,Stock,1,1
AJ240985193,55D23L 60AH,9-Oct-2024,,Stock,1,2
AJ242389428,80D26L 70AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AI242381270,DIN55L 55AH,23-Sep-2024,,Stock,2,2
AJ242288855,NS60LS 45AH,22-Oct-2024,26-Oct-2024,Stock,2,2
AJ242389427,80D26L 70AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ242389426,80D26L 70AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ242389434,DIN74L 74AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ242088450,95D31L 90AH,21-Oct-2024,26-Oct-2024,Stock,2,2
AJ242389437,DIN74L 74AH,24-Oct-2024,28-Oct-2024,Stock,2,2
AJ242689696,80D26L 70AH,26-Oct-2024,29-Oct-2024,Stock,2,2
AJ242689632,65-72S 75AH,26-Oct-2024,26-Oct-2024,Stock,2,2
AJ242389431,DIN55L 60AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ242288862,DIN74L 74AH,22-Oct-2024,24-Oct-2024,Stock,1,1
AJ242389430,80D26L 70AH,24-Oct-2024,28-Oct-2024,Stock,1,1
AJ242288863,DIN74L 74AH,22-Oct-2024,24-Oct-2024,Stock,1,1
AJ241687274,95D31L 90AH,16-Oct-2024,,Stock,1,2
AJ242689712,DIN55L 60AH,26-Oct-2024,28-Oct-2024,Stock,1,1
AI242682712,DIN66L 66AH,26-Sep-2024,,Stock,1,2
AH241771513,95D31R 90AH,17-Aug-2024,,Stock,1,1
AJ242389433,DIN55L 60AH,24-Oct-2024,28-Oct-2024,Stock,2,2
AJ242489494,DIN55L 60AH,24-Oct-2024,30-Oct-2024,Stock,2,2
AJ242689698,80D26L 70AH,26-Oct-2024,29-Oct-2024,Stock,2,2
AJ242088449,95D31L 90AH,21-Oct-2024,26-Oct-2024,Stock,2,2
AJ240784635,DIN55L 55AH,7-Oct-2024,,Stock,2,2
AH241370191,DIN44L 45AH,13-Aug-2024,,Stock,2,2
AJ241085533,55D23L 60AH,10-Oct-2024,,Stock,2,2
AJ242088448,80D26L 70AH,21-Oct-2024,,Stock,2,2
AJ240884940,55D23L 60AH,8-Oct-2024,,Stock,2,2
AJ242389439,DIN80L 80AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ242288854,NS60LS 45AH,22-Oct-2024,23-Oct-2024,Stock,1,1
AJ242689697,80D26L 70AH,26-Oct-2024,29-Oct-2024,Stock,2,2
AJ242890028,DIN55L 60AH,29-Oct-2024,31-Oct-2024,Stock,2,2
AJ242689702,80D26L 70AH,26-Oct-2024,31-Oct-2024,Stock,2,2
AJ242389436,DIN74L 74AH,24-Oct-2024,28-Oct-2024,Stock,2,2
AJ242288857,NS60LS 45AH,22-Oct-2024,27-Oct-2024,Stock,2,2
AJ242088456,105D31R 100AH,21-Oct-2024,26-Oct-2024,Stock,2,2
AJ242689722,DIN74L 74AH,26-Oct-2024,29-Oct-2024,Stock,2,2
AJ242288858,NS60LS 45AH,22-Oct-2024,28-Oct-2024,Stock,2,1
AJ242088451,95D31L 90AH,21-Oct-2024,29-Oct-2024,Stock,2,2
AJ242088457,105D31R 100AH,21-Oct-2024,26-Oct-2024,Stock,2,2
AJ242689699,80D26L 70AH,26-Oct-2024,30-Oct-2024,Stock,2,2
AJ242689700,80D26L 70AH,26-Oct-2024,31-Oct-2024,Stock,2,2
AJ240584095,55D23L 60AH,5-Oct-2024,,Stock,2,2
AJ242689725,DIN74L 74AH,26-Oct-2024,31-Oct-2024,Stock,2,2
AJ242689693,80D26L 70AH,26-Oct-2024,28-Oct-2024,Stock,2,1
AJ241787643,95D31L 90AH,17-Oct-2024,,Stock,2,1
AJ242689701,80D26L 70AH,26-Oct-2024,31-Oct-2024,Stock,2,2
AJ243190950,80D26L 70AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ243190954,80D26L 70AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ243190951,80D26L 70AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ243190952,80D26L 70AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ243190953,80D26L 70AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ243190955,80D26L 70AH,31-Oct-2024,3-Nov-2024,Stock,2,2
AJ241586909,55D23L 60AH,15-Oct-2024,,Stock,2,2
AJ243191005,NS60LS 45AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ243190959,80D26L 70AH,31-Oct-2024,3-Nov-2024,Stock,2,2
AJ243190956,80D26L 70AH,31-Oct-2024,3-Nov-2024,Stock,2,2
AJ242389440,DIN80L 80AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AJ242689703,105D31R 100AH,26-Oct-2024,2-Nov-2024,Stock,2,2
AJ243191004,NS60LS 45AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ242890029,DIN55L 60AH,29-Oct-2024,31-Oct-2024,Stock,2,2
AJ242689731,DIN80L 80AH,26-Oct-2024,31-Oct-2024,Stock,2,2
AJ243190958,80D26L 70AH,31-Oct-2024,3-Nov-2024,Stock,2,2
AK240391227,80D26L 70AH,3-Nov-2024,4-Nov-2024,Stock,2,2
AJ242088453,95D31L 90AH,21-Oct-2024,31-Oct-2024,Stock,2,2
AJ242689704,105D31R 100AH,26-Oct-2024,3-Nov-2024,Stock,2,2
AJ242689716,DIN55L 60AH,26-Oct-2024,2-Nov-2024,Stock,2,2
AJ242890030,DIN55L 60AH,29-Oct-2024,31-Oct-2024,Stock,2,2
AJ242689713,DIN55L 60AH,26-Oct-2024,5-Nov-2024,Stock,2,2
AJ242689710,NS60L 45AH,26-Oct-2024,26-Oct-2024,Stock,2,2
AJ242689735,DIN100L 100AH,26-Oct-2024,26-Oct-2024,Stock,2,2
AI242983046,105D31L 100AH,29-Sep-2024,,Stock,2,2
AJ243191021,65-72S 75AH,31-Oct-2024,2-Nov-2024,Stock,2,2
AJ242689714,DIN55L 60AH,26-Oct-2024,5-Nov-2024,Stock,2,2
AK240391228,80D26L 70AH,3-Nov-2024,4-Nov-2024,Stock,2,2
AJ240884941,55D23L 60AH,8-Oct-2024,,Stock,2,2
AI242180825,DIN66L 66AH,21-Sep-2024,,Stock,2,2
AJ242889963,80D26R 70AH,29-Oct-2024,29-Oct-2024,Stock,2,2
AJ243190957,80D26L 70AH,31-Oct-2024,3-Nov-2024,Stock,2,2
